jdate,q_ref0,q_ref1,q_ref2,q_ref3,w_ref0,w_ref1,w_ref2,a_ref0,a_ref1,a_ref2
2459000.5639583333,0.2254678772641543,0.6510256301404957,-0.3687390840236694,-0.6239882636200395,-4.455792465488161e-05,-0.000118455257538567,-0.0011262733624289919,-0.005603223295541927,-0.004716204462199378,-0.007308546951586004
2459000.5639814814,0.22475025535037443,0.6513565317697402,-0.36800444117522674,-0.624335424684637,-4.4687762735509695e-05,-0.00011856521584988395,-0.0011264478916463714,-0.0055953261413658785,-0.00473269299094774,-0.007281465959596942
2459000.56400463,0.22403227263435885,0.65168656595982,-0.3672691483473409,-0.6246819456635516,-4.481696873226903e-05,-0.00011867436471095047,-0.001126610468896761,-0.005567973432144891,-0.004697659364620717,-0.006764784110145822
2459000.564027778,0.22331395902930692,0.6520157182538158,-0.3665332363480896,-0.6250278117850542,-4.4945540477898016e-05,-0.00011878270108760621,-0.0011267610775472937,-0.005560058264473138,-0.004714163529395744,-0.006737351010577332
2459000.564050926,0.22259530114430004,0.6523439941149306,-0.36579669163868134,-0.625373029188862,-4.5074377440907504e-05,-0.00011889261183871278,-0.001126922381603568,-0.005571637115068153,-0.004782278848670253,-0.007199405697932206
2459000.564074074,0.22187630000644773,0.6526713923697067,-0.3650595154469601,-0.6257175970509922,-4.520348524152682e-05,-0.00011900410168526739,-0.001127094381558784,-0.005563591654468925,-0.004798690403429891,-0.007171402885629953
2459000.5640972224,0.22115694220374313,0.6529979183931953,-0.3643216941853256,-0.6260615214459183,-4.533195232227813e-05,-0.000119114774461019,-0.0011272543925350395,-0.005535869653571274,-0.004763384485829537,-0.0066535215397273955
2459000.5641203704,0.22043725772163839,0.6533235578736214,-0.36358325878402076,-0.6264047877111961,-4.545977669098223e-05,-0.00011922462976677651,-0.0011274024163909083,-0.005537735700528237,-0.004805812651626825,-0.00687048443616691
2459000.5641435185,0.21971723315372066,0.6536483162100031,-0.3628441956689054,-0.6267474019415529,-4.558832758448758e-05,-0.0001193372645806852,-0.0011275724687929332,-0.005539397236572101,-0.004848073026653842,-0.007086992393224186
2459000.564166667,0.21899685505425098,0.6539721987366974,-0.36210449120794425,-0.627089370188072,-4.571623145522229e-05,-0.00011944907863223439,-0.0011277305194111026,-0.0055113997289707286,-0.004812623540064808,-0.006568638184309756
2459000.564189815,0.21827615348352705,0.6542951912444783,-0.36136417643944135,-0.6274306778609344,-4.5843486161813336e-05,-0.00011956007225860275,-0.0011278765738218727,-0.005503221227646172,-0.004829083176275775,-0.0065401807921076595
2459000.564212963,0.2175551149959271,0.6546172990935405,-0.3606232377403799,-0.6277713310340258,-4.597100883383569e-05,-0.0001196726460851612,-0.0011280333039165665,-0.005514926863688128,-0.004897440908867525,-0.00700138288172941
2459000.564236111,0.21683374068844014,0.6549385211026871,-0.3598816764103641,-0.6281113288732735,-4.6098805465081844e-05,-0.00011978680440420631,-0.0011282007101601167,-0.00550662504956369,-0.004913783942357986,-0.006972288990051762
2459000.5642592595,0.21611201709583353,0.6552588625440343,-0.3591394787774201,-0.6284506773866597,-4.6225946360164494e-05,-0.00011990013713674064,-0.0011283560965694118,-0.0054782509766494155,-0.0048780760851609125,-0.00645283914992995
2459000.5642824075,0.2153899743532001,0.6555783093530165,-0.3583966760061794,-0.6287893620932927,-4.635242937083624e-05,-0.00012001264230658776,-0.0011284994540978052,-0.00546992674641702,-0.0048944736867452925,-0.0064236422259579
2459000.5643055555,0.21466759901536833,0.6558968668201416,-0.3576532544517939,-0.6291273890147678,-4.647918233597053e-05,-0.00012012673191169477,-0.0011286534858001515,-0.005481707872057551,-0.004962977550551488,-0.00688445754877562
2459000.5643287036,0.21394489217561014,0.6562145337768062,-0.356909215416047,-0.6294647573320982,-4.660621076616725e-05,-0.00012024240853951594,-0.0011288181772555516,-0.0054732543451767755,-0.004979288767530557,-0.006854788420859946
2459000.564351852,0.21322184038884354,0.656531315417064,-0.3561645452248483,-0.6298014729918557,-4.673257491512176e-05,-0.00012035725560812324,-0.001128970838586621,-0.005444511545179248,-0.00494337104065748,-0.006334657608951874
2459000.564375,0.21249847381484996,0.6568471978419809,-0.35541927512112836,-0.6301375216457665,-4.685827265396667e-05,-0.00012047126937051269,-0.0011291114498002464,-0.0054462745912081546,-0.004985903387328641,-0.006549937825097665
